Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Salary,Spending_Score,Family_Size
Male,Yes,31,1,Artist,5-10,16230.471350178585,Low,3.0
Male,No,30,0,Healthcare,0-5,15064.4392086787,Low,3.0
Male,Yes,55,0,Doctor,5-10,47275.83212690959,Average,3.0
Female,Yes,56,0,,+20,,Low,1.0
Female,No,20,1,Healthcare,10-20,19291.309455678256,Low,
Female,Yes,57,1,Artist,5-10,46646.17919705815,Average,4.0
Male,No,28,0,,5-10,,Low,4.0
Male,Yes,31,1,Lawyer,5-10,34737.70576716466,Low,1.0
Female,Yes,40,1,Engineer,10-20,44173.88534661193,High,4.0
Female,Yes,21,0,Lawyer,0-5,20050.552846406405,High,2.0
Female,Yes,50,1,Entertainment,+20,46775.46174565101,Average,2.0
Female,No,54,1,Doctor,10-20,62901.049833177785,Low,
Female,Yes,28,1,Marketing,0-5,23061.177111635792,Low,3.0
Female,Yes,24,1,Artist,0-5,13552.035808284207,Average,3.0
Male,Yes,45,1,Entertainment,5-10,28228.02477882177,Low,1.0
Female,Yes,56,1,Homemaker,5-10,36778.84896429395,Average,3.0
Female,No,24,1,Marketing,5-10,21228.353269816158,Low,2.0
Female,Yes,31,0,Artist,10-20,16348.751604785213,Low,1.0
Male,Yes,18,1,Artist,0-5,16137.629835632577,Average,5.0
Male,No,50,1,Engineer,+20,44351.56993217865,Low,4.0
Female,No,51,1,Entertainment,+20,23430.65856518291,Low,2.0
Female,No,41,1,Homemaker,5-10,32539.049321155446,Low,1.0
Female,Yes,25,1,Artist,0-5,17809.688472791808,Average,3.0
Female,Yes,23,0,Engineer,10-20,15633.783425783118,Low,4.0
Male,No,37,1,Doctor,5-10,42036.07120680505,Low,2.0
Male,No,52,0,Doctor,+20,25957.826890318247,Low,4.0
Female,No,46,0,Healthcare,+20,38385.40323543139,Low,4.0
Male,No,32,0,Healthcare,5-10,23577.15703255634,Low,4.0
Female,No,50,1,Artist,5-10,34809.20009200821,Low,2.0
Female,No,29,1,Artist,0-5,22360.458778880737,Low,2.0
Male,Yes,56,1,Artist,10-20,26666.049096025832,Low,2.0
Male,Yes,48,1,Lawyer,10-20,37724.062916242576,High,2.0
Female,No,48,0,Healthcare,+20,24523.726130581384,Low,7.0
Female,Yes,54,0,Marketing,10-20,40022.54943054024,High,5.0
Male,Yes,44,0,Marketing,10-20,14030.658134712983,Low,2.0
Male,Yes,54,1,Healthcare,10-20,22465.424020635117,Low,4.0
Male,No,34,1,Artist,5-10,250469.0399059984,Low,5.0
Male,Yes,31,0,Engineer,10-20,15597.24442083622,Average,2.0
Female,No,19,1,Healthcare,0-5,19423.412372792853,Low,2.0
Male,Yes,57,1,Artist,10-20,35855.051496317494,Low,3.0
Male,Yes,52,0,Entertainment,0-5,26199.159151810618,Average,5.0
Male,Yes,41,1,Lawyer,+20,36002.76912323709,High,2.0
Female,No,40,0,Healthcare,5-10,26675.398897212548,Low,3.0
Male,Yes,48,1,Artist,+20,47646.92644406175,Average,5.0
Female,Yes,27,1,Engineer,5-10,28838.978490964917,Low,2.0
Male,Yes,48,1,Entertainment,5-10,30998.323458276693,Average,3.0
Male,Yes,23,1,Artist,0-5,15169.181602015207,Average,2.0
Female,Yes,42,1,Homemaker,10-20,20593.37853466599,Low,1.0
Male,Yes,36,0,Lawyer,5-10,23643.421818832725,High,2.0
Male,Yes,43,1,Entertainment,5-10,20365.12509438626,Low,1.0
Male,Yes,44,0,Doctor,10-20,36265.70802579762,High,2.0
Female,No,36,1,Homemaker,10-20,26920.443941957135,Low,1.0
Male,No,51,1,Marketing,10-20,44256.26877906426,Low,2.0
Male,No,49,0,Marketing,10-20,47379.430860492175,Low,3.0
Female,Yes,30,1,Doctor,0-5,29471.875255003542,Average,3.0
Female,No,58,0,Marketing,5-10,33907.795890694615,Low,4.0
Female,No,26,0,Homemaker,0-5,9387.272740452121,Low,
Female,Yes,33,1,Artist,0-5,26030.970155263858,Average,
Female,No,44,1,Healthcare,10-20,21645.184128429457,Low,1.0
Female,No,39,1,Doctor,5-10,24522.981187882786,Low,1.0
Male,Yes,19,0,Entertainment,0-5,11106.120279650691,Average,4.0
Male,Yes,44,1,Artist,10-20,18055.53735375376,Low,2.0
Female,Yes,49,0,Lawyer,+20,30151.094614863316,Low,2.0
Male,Yes,36,1,Entertainment,5-10,34615.1473416219,Average,3.0
Female,Yes,46,1,Doctor,0-5,55437.56726278268,Average,2.0
Male,Yes,19,1,Doctor,0-5,23788.953983217434,High,3.0
Female,Yes,31,0,Lawyer,5-10,24578.965075248976,Average,3.0
Male,Yes,33,1,Artist,10-20,27499.0464757897,Average,3.0
Male,Yes,27,1,Artist,10-20,18039.52307074795,Low,4.0
Male,Yes,48,1,Entertainment,10-20,57142.68152467342,Low,1.0
Female,Yes,37,1,Lawyer,5-10,27634.270946234305,Low,1.0
Male,Yes,43,0,Doctor,10-20,19379.876163105284,Low,4.0
Male,Yes,24,1,Artist,0-5,17966.660485534332,Low,1.0
Female,No,54,1,Healthcare,+20,64053.79405331402,Low,3.0
Male,No,58,1,Entertainment,+20,65451.08837386253,Low,2.0
Female,Yes,19,0,Engineer,10-20,15020.977623338453,Average,9.0
Female,Yes,23,1,Entertainment,5-10,16285.35262451626,Average,5.0
Male,No,51,0,Executive,+20,32699.936885766572,Low,2.0
Female,Yes,27,0,,5-10,,High,2.0
Female,Yes,27,1,Lawyer,0-5,24819.007491923214,Low,2.0
Male,No,28,0,Healthcare,0-5,23610.42144305618,Low,3.0
Female,Yes,57,1,Homemaker,10-20,62885.693704091915,Average,4.0
Male,Yes,26,0,Lawyer,0-5,21720.977986260634,High,3.0
Male,Yes,58,1,Artist,+20,69147.92324698516,Average,4.0
Female,Yes,36,0,Lawyer,10-20,26113.545138317008,High,2.0
Female,Yes,56,1,Artist,5-10,58228.495472576185,Low,2.0
Male,Yes,26,0,Entertainment,5-10,17986.251384597002,Average,4.0
Female,No,20,0,Entertainment,10-20,11840.863846675627,Low,4.0
Female,No,59,1,Entertainment,5-10,32608.197898949635,Low,4.0
Female,Yes,54,1,Artist,10-20,33818.11855294728,Average,2.0
Male,Yes,39,0,Healthcare,5-10,35792.203577885084,High,4.0
Male,Yes,42,1,Doctor,5-10,26433.194307169164,Average,2.0
Female,Yes,27,1,Entertainment,5-10,26502.8109063289,Low,2.0
Female,Yes,27,1,Artist,5-10,22808.393238625733,Average,4.0
Female,Yes,33,1,Doctor,10-20,31613.117966536243,Low,1.0
Male,No,58,1,Entertainment,0-5,59645.47598716234,Low,3.0
Female,Yes,37,1,Artist,5-10,18551.707253099834,Average,2.0
Female,No,44,0,Engineer,5-10,29846.852485980875,Low,4.0
Male,No,59,0,Healthcare,10-20,36206.60027369478,Low,4.0
Female,No,32,0,Engineer,+20,30272.44248171675,Low,1.0
Male,No,25,0,Marketing,0-5,13048.692501296517,Low,6.0
Male,No,27,1,Entertainment,0-5,19526.74824084794,Low,1.0
Male,No,46,1,Doctor,5-10,27570.6226542161,Low,6.0
Male,No,28,1,Healthcare,0-5,27015.450321682158,Low,3.0
Male,No,19,1,Healthcare,0-5,17174.71497623582,Low,4.0
Male,No,20,1,Healthcare,0-5,17339.533658170603,Low,3.0
Female,No,27,0,Healthcare,0-5,14521.979464346872,Low,
Male,Yes,33,0,Lawyer,+20,30539.385583415984,Low,
Male,Yes,59,1,Lawyer,5-10,31106.78255975613,High,2.0
Female,Yes,42,1,Artist,5-10,31788.85354482312,High,3.0
Male,Yes,56,1,Artist,0-5,59370.94977812046,Average,2.0
Female,No,50,0,Healthcare,+20,29352.180719447104,Low,4.0
Male,Yes,58,1,Doctor,+20,42508.02744550415,Average,2.0
Male,No,34,0,Healthcare,5-10,19225.04102647971,Low,4.0
Female,Yes,51,1,Lawyer,10-20,41405.71540090897,High,2.0
Female,Yes,55,0,Artist,5-10,11207.17052975515,Average,3.0
Female,Yes,48,0,Marketing,+20,23066.05195254371,High,3.0
Female,No,25,0,Healthcare,0-5,21208.603214887204,Low,4.0
Female,No,27,1,Engineer,5-10,23682.615213722573,Low,1.0
Male,Yes,44,1,Artist,5-10,19563.925356293566,Low,1.0
Female,No,26,0,Healthcare,5-10,16560.012764211235,Low,2.0
Male,No,57,0,Entertainment,10-20,64382.782203175564,Low,2.0
Male,Yes,47,1,Artist,+20,25886.3983556411,Average,2.0
Male,Yes,44,0,Entertainment,10-20,18661.290404366962,Average,5.0
Male,Yes,24,1,Entertainment,0-5,18279.466609335002,Average,2.0
Female,No,18,0,Artist,0-5,8314.58055429082,Low,3.0
Male,Yes,19,1,Artist,0-5,13970.043673444341,Average,3.0
Female,No,44,1,Healthcare,10-20,28414.934491002005,Low,1.0
Male,Yes,23,1,Artist,0-5,15237.835359230707,Average,2.0
Male,Yes,27,0,Artist,0-5,12448.896656304076,Average,3.0
Female,Yes,48,1,Engineer,+20,21214.462146883612,Low,2.0
Female,No,45,1,Marketing,5-10,30550.573914933124,Low,1.0
Male,No,41,1,Artist,5-10,31442.998175057954,Low,3.0
Female,No,56,1,Artist,10-20,47397.50130643803,Low,1.0
Male,No,51,0,Healthcare,+20,39184.00022814895,Low,5.0
Female,Yes,57,1,Lawyer,+20,70335.44690802714,High,2.0
Female,Yes,19,1,Lawyer,10-20,21633.653363983292,High,2.0
Female,Yes,21,0,Entertainment,5-10,14716.352107134715,Average,4.0
Female,Yes,42,0,Healthcare,10-20,43775.786909576374,Low,5.0
Female,Yes,34,0,Entertainment,10-20,24276.76397134529,Low,2.0
Male,No,41,0,Entertainment,10-20,28857.845392635012,Low,1.0
Male,Yes,28,1,Artist,0-5,24409.09014839052,Average,3.0
Male,Yes,54,1,Executive,+20,55772.92703248991,High,2.0
Female,Yes,47,1,Artist,+20,17262.6207325072,High,4.0
Male,No,34,1,Healthcare,10-20,24477.29721913721,Low,2.0
Female,Yes,43,0,Engineer,10-20,19210.74795862491,Average,2.0
Male,Yes,30,1,Executive,0-5,35373.93165675737,High,4.0
Male,Yes,40,1,Executive,5-10,37895.590209041475,High,4.0
Male,Yes,24,0,Entertainment,5-10,13197.51920140948,Average,4.0
Male,Yes,53,1,Artist,+20,50352.16108117218,Average,8.0
Male,No,33,1,Artist,10-20,29961.736384601954,Low,1.0
Male,No,56,0,Healthcare,+20,38894.92294648661,Low,5.0
Female,No,57,1,Engineer,+20,54524.47768778984,Low,1.0
Male,Yes,24,1,Entertainment,0-5,24813.752542738323,Average,2.0
Female,No,44,1,Doctor,+20,42950.40363439746,Low,6.0
Female,Yes,36,1,Artist,10-20,33801.024298754775,Low,2.0
Female,Yes,55,1,Lawyer,+20,54518.23889959595,Low,1.0
Female,Yes,26,1,Artist,0-5,22991.95803990058,Low,2.0
Female,No,46,1,Healthcare,+20,32439.676233508293,Low,4.0
Male,Yes,57,0,Artist,5-10,38921.12410998947,Average,2.0
Female,No,28,0,Healthcare,0-5,23526.171114045843,Low,3.0
Female,Yes,59,1,Engineer,5-10,46783.07333285702,Low,1.0
Female,No,36,1,Doctor,10-20,37420.45813682498,Low,4.0
Male,Yes,20,1,Entertainment,0-5,15837.108224671201,Low,2.0
Male,Yes,49,1,Artist,+20,17233.98410967447,Low,2.0
Female,Yes,49,0,Engineer,5-10,57894.22253756884,Average,4.0
Female,Yes,45,1,Entertainment,5-10,47998.00768259589,Low,2.0
Male,Yes,28,1,Artist,0-5,24265.92591826965,Average,4.0
Male,Yes,25,1,Doctor,5-10,26861.960214569815,Low,2.0
Female,No,52,0,Engineer,10-20,35268.5078929173,Low,3.0
Male,Yes,37,1,Doctor,5-10,43389.548257332906,Average,2.0
Male,Yes,42,0,Doctor,10-20,34255.905394242494,High,2.0
Male,Yes,25,0,Artist,0-5,13000.852612256444,High,3.0
Female,Yes,44,1,Homemaker,10-20,43092.90098195046,Average,2.0
Female,Yes,18,0,Engineer,0-5,14429.335635026524,High,2.0
Female,No,33,0,Healthcare,5-10,29189.236440432665,Low,3.0
Female,Yes,52,1,Artist,0-5,37347.72059535639,Average,2.0
Female,No,21,1,Artist,0-5,16579.106403018828,Low,2.0
Female,No,45,0,Engineer,10-20,40798.76592955773,Low,2.0
Male,No,33,0,Doctor,10-20,23125.727181196977,Low,4.0
Female,Yes,45,1,Homemaker,0-5,41096.09853366283,Average,
Female,Yes,58,0,Doctor,+20,49165.152147324545,Low,1.0
Female,Yes,27,1,Artist,0-5,18997.39517089528,Low,
Female,Yes,58,0,Engineer,+20,31078.323641421,High,2.0
Female,Yes,24,1,Artist,0-5,18782.009767401796,Average,5.0
Male,No,45,1,Doctor,5-10,46570.47033449165,Low,1.0
Male,No,58,1,Healthcare,+20,61187.66862889877,Low,2.0
Male,No,45,0,Artist,+20,12556.303033997017,Low,3.0
Male,Yes,42,1,Executive,5-10,50366.04890715965,High,5.0
Male,Yes,29,0,Lawyer,0-5,19678.38973486321,High,
Male,Yes,25,1,Executive,5-10,29808.015412262102,High,3.0
Male,Yes,53,1,Artist,+20,54701.02176224941,Low,1.0
Male,Yes,30,1,Entertainment,5-10,17306.33926792998,Average,2.0
Male,Yes,20,1,Artist,0-5,16657.640700776916,Average,3.0
Female,Yes,50,1,Artist,+20,28600.532262257664,Average,2.0
Female,Yes,27,0,Doctor,5-10,18514.276484252652,Low,2.0
Male,Yes,29,1,Entertainment,0-5,107805.15464335118,Average,2.0
Female,No,59,1,Artist,5-10,72126.17086706017,Low,3.0
Male,Yes,55,0,Executive,+20,44597.22582968134,Average,3.0
Female,No,27,0,Marketing,10-20,13437.978623932733,Low,5.0
Female,No,20,0,Healthcare,0-5,11956.574819311078,Low,6.0
Female,No,41,1,Artist,10-20,38941.16174128941,Low,1.0
Female,No,37,0,Entertainment,10-20,26936.093671081002,Low,4.0
Female,Yes,42,1,Artist,10-20,40352.228344091105,Average,4.0
Male,No,49,0,Entertainment,+20,31347.790661078503,Low,1.0
Female,Yes,36,1,Artist,5-10,20348.1682206407,Average,3.0
Male,Yes,24,1,Executive,0-5,31102.18010670418,High,2.0
Female,Yes,38,1,Artist,10-20,33798.175705549496,High,2.0
Female,Yes,33,1,Artist,+20,23436.70764121134,High,2.0
Female,Yes,55,0,Lawyer,+20,68157.20704694015,Low,1.0
Male,Yes,48,1,Artist,5-10,50070.83415874875,Average,2.0
Female,,49,1,Healthcare,+20,27961.520065874814,Low,6.0
Male,No,23,1,Artist,0-5,16014.983137427256,Low,1.0
Female,No,39,1,Healthcare,5-10,172456.02557817503,Low,3.0
Female,No,56,1,Entertainment,10-20,54307.16795748613,Low,6.0
Male,No,46,1,Healthcare,+20,24160.181321743366,Low,2.0
Male,Yes,55,0,Doctor,10-20,35986.275785162674,Average,4.0
Male,No,35,1,Doctor,5-10,41427.707069818614,Low,2.0
Male,Yes,23,0,Doctor,5-10,21947.92548357475,Low,2.0
Male,No,38,1,Marketing,5-10,32648.95926155864,Low,1.0
Male,Yes,43,1,Marketing,10-20,19037.985150859593,High,2.0
Male,Yes,41,1,Lawyer,10-20,37581.309592654026,High,2.0
Male,No,36,0,Entertainment,10-20,14299.25417833349,Low,1.0
Female,Yes,22,0,Marketing,0-5,12332.25075331849,Low,3.0
Male,No,59,1,Engineer,10-20,75773.26593265901,Low,1.0
Male,Yes,40,1,Artist,10-20,30455.047676379832,Average,3.0
Male,Yes,19,1,Artist,0-5,13687.033431579326,Average,2.0
Male,Yes,41,1,Artist,5-10,41672.922999762835,Low,4.0
Female,Yes,27,1,Homemaker,0-5,21326.984257423126,High,2.0
Female,Yes,47,0,Artist,10-20,38884.10612585351,High,2.0
Male,Yes,23,0,Executive,5-10,24947.213941054462,Average,2.0
Male,No,24,0,Artist,0-5,13099.80237002767,Low,2.0
Female,Yes,31,1,Artist,10-20,20259.41237578459,Average,4.0
Female,Yes,49,1,Artist,+20,34255.59362478682,High,2.0
Male,Yes,22,1,Entertainment,5-10,22262.112375281406,Average,2.0
Female,No,35,1,Homemaker,10-20,35646.42841500073,Low,1.0
Male,No,59,0,Doctor,5-10,61665.23917210112,Low,5.0
Male,Yes,46,1,Doctor,+20,43451.990318370095,Low,2.0
Male,Yes,22,1,Artist,0-5,14059.73314208983,Average,4.0
Female,,25,1,Artist,5-10,19599.624636957957,Low,1.0
Female,No,33,1,Artist,10-20,15324.81607271388,Low,2.0
Male,Yes,34,1,Lawyer,5-10,27256.34064869438,High,2.0
Male,Yes,46,1,Healthcare,10-20,40083.47926472672,High,4.0
Female,Yes,48,0,Lawyer,10-20,51273.825820330785,High,2.0
Female,No,24,0,Healthcare,5-10,21218.746257790568,Low,3.0
Male,Yes,28,1,Artist,0-5,13948.223573795407,Average,2.0
Male,Yes,41,0,Executive,5-10,42419.272873685564,High,3.0
Female,Yes,58,0,Engineer,+20,37629.22529526878,Low,2.0
Male,No,36,0,Marketing,10-20,17502.388725354416,Low,4.0
Female,Yes,36,0,,10-20,,Average,2.0
Male,Yes,57,1,Entertainment,+20,42133.3416719357,Low,2.0
Male,No,46,0,Healthcare,+20,27491.26725461982,Low,
Female,No,39,0,Entertainment,10-20,24683.35582905552,Low,8.0
Male,Yes,49,1,Artist,+20,43478.593803276635,Average,2.0
Male,No,36,1,Doctor,10-20,22533.190196090378,Low,1.0
Female,Yes,31,0,Lawyer,5-10,29808.638608870362,High,2.0
Male,Yes,24,1,,0-5,,Low,2.0
Male,Yes,59,1,Entertainment,+20,19988.261879491052,Average,5.0
Female,No,32,1,Artist,5-10,27455.08939014382,Low,1.0
Female,Yes,50,1,Engineer,+20,25939.52587459195,Average,3.0
Female,Yes,49,0,Homemaker,+20,43882.98873699802,High,2.0
Male,Yes,40,1,Entertainment,5-10,26470.17975672207,Average,3.0
Male,Yes,32,1,Artist,10-20,16718.7907528367,High,2.0
Male,Yes,46,1,Artist,+20,46595.39364471645,Average,2.0
Female,Yes,56,0,Marketing,5-10,55383.52926542425,Average,6.0
Male,Yes,22,1,Lawyer,0-5,21935.500359552316,High,3.0
Male,Yes,36,1,Executive,10-20,42617.33077114816,High,4.0
Female,No,32,1,Healthcare,5-10,18670.99131430395,Low,
Male,No,25,0,Healthcare,10-20,17340.46531387577,Low,3.0
Male,Yes,30,1,Artist,0-5,25165.801209098332,Low,2.0
Male,No,59,1,Artist,+20,23022.80824534271,Low,1.0
Female,Yes,58,1,Entertainment,+20,19646.572543662944,Average,4.0
Male,Yes,53,1,Doctor,+20,45869.07290220274,Low,3.0
Female,Yes,37,1,Artist,10-20,30304.88087741614,High,2.0
Female,Yes,36,0,Lawyer,10-20,37002.987794425804,High,3.0
Male,Yes,37,1,Artist,+20,27252.62931232414,Average,4.0
Female,No,37,1,Doctor,5-10,37112.49587864838,Low,4.0
Male,Yes,46,0,Executive,+20,45648.72463360995,High,3.0
Female,No,57,1,Healthcare,0-5,61768.02341530823,Low,4.0
Male,No,44,1,Artist,10-20,35156.789183996814,Low,1.0
Male,Yes,21,1,Lawyer,0-5,24124.424692437027,Low,1.0
Male,No,44,1,Healthcare,+20,49335.18081487374,Low,3.0
Male,Yes,34,1,Executive,10-20,40737.143963159404,High,3.0
Male,Yes,59,1,Executive,10-20,46459.39316427491,Average,5.0
Male,No,54,0,Entertainment,10-20,26084.800556282386,Low,3.0
Male,Yes,44,1,Artist,5-10,45226.96041394359,Low,1.0
Male,No,40,1,Artist,10-20,19062.924751228195,Low,2.0
Male,Yes,39,1,Artist,+20,36462.58585828428,Average,3.0
Female,Yes,19,1,Homemaker,5-10,17824.213116191295,Average,2.0
Male,Yes,29,1,Artist,5-10,13287.890607133693,Average,2.0
Male,Yes,34,0,Artist,5-10,11730.075485159856,Average,4.0
Female,No,47,1,Artist,5-10,46829.99187910866,Low,1.0
Female,Yes,33,1,Marketing,+20,26339.518177681424,Average,2.0
Female,No,47,1,Homemaker,+20,25976.62134991202,Low,1.0
Male,Yes,55,0,Artist,5-10,52418.00910891334,Low,2.0
Male,Yes,24,0,Executive,5-10,25164.290991040692,High,2.0
Male,No,27,0,Doctor,0-5,23690.037957124194,Low,1.0
Male,No,46,1,Healthcare,+20,29050.151301971207,Low,3.0
Male,No,38,1,Artist,5-10,35723.45935627254,Low,1.0
Male,Yes,29,1,Artist,0-5,19859.978830391192,Low,2.0
Female,Yes,26,1,Artist,0-5,14274.14202063375,Average,2.0
Female,Yes,41,1,Marketing,10-20,33772.007772742894,Low,4.0
Female,Yes,49,0,Homemaker,5-10,29932.11300344799,Average,3.0
Female,No,43,0,Healthcare,5-10,28652.59783766962,Low,5.0
Female,Yes,41,1,Artist,10-20,29597.731631394676,High,2.0
Male,Yes,55,0,Lawyer,10-20,60785.88571900202,Average,2.0
Female,Yes,23,0,Lawyer,0-5,25253.23085168448,High,9.0
Male,Yes,46,0,Executive,+20,41432.65632057685,High,4.0
Female,No,20,1,Artist,0-5,16778.546479981975,Low,4.0
Female,No,47,1,Artist,+20,39284.52733350426,Low,7.0
Female,Yes,19,1,Artist,0-5,15463.124949993566,Average,2.0
Male,Yes,24,1,Artist,0-5,13618.782306334839,Average,4.0
Female,Yes,25,1,Artist,5-10,22787.17679592386,Average,2.0
Female,Yes,52,1,Engineer,10-20,31456.845763341513,Average,4.0
Male,Yes,39,1,Healthcare,0-5,41932.64740857903,Low,3.0
Female,No,19,1,Artist,5-10,14363.285482346344,Low,2.0
Female,Yes,27,0,Lawyer,0-5,24855.86275955818,High,2.0
Male,Yes,46,0,Entertainment,5-10,24271.952252586256,Average,3.0
Female,Yes,29,1,Engineer,0-5,28338.538511116592,Average,2.0
Female,No,28,1,Artist,0-5,23311.594032827164,Low,5.0
Male,Yes,30,1,Entertainment,0-5,30256.377170097257,Average,3.0
Male,Yes,36,1,Lawyer,+20,43259.69617133906,Low,2.0
Female,No,23,0,Marketing,10-20,17458.019233903913,Low,4.0
Female,Yes,27,1,Artist,0-5,18551.808757430932,Average,4.0
Male,No,40,1,Healthcare,+20,35731.37850882608,Low,1.0
Male,Yes,19,1,Executive,0-5,25944.46942753617,High,5.0
Female,No,39,0,Healthcare,10-20,22622.72509718012,Low,5.0
Female,No,42,0,Healthcare,10-20,26155.385566339166,Low,3.0
Male,Yes,52,1,Artist,+20,31131.67707205478,Average,2.0
Female,No,46,1,Artist,+20,34731.261480595116,Low,2.0
Male,Yes,46,1,Entertainment,5-10,51927.380043840465,Average,2.0
Male,No,49,0,Engineer,5-10,41995.52007183019,Low,3.0
Male,Yes,59,1,Artist,10-20,67726.88462490789,Average,2.0
Female,Yes,20,1,Artist,0-5,15625.861537102794,Average,4.0
Male,No,28,0,Healthcare,0-5,19542.323769008908,Low,7.0
Male,No,44,0,Healthcare,5-10,42444.777844599215,Low,3.0
Female,No,25,1,Entertainment,0-5,21053.30431441965,Low,2.0
Female,No,25,0,Entertainment,0-5,15679.302899697932,Low,1.0
Male,Yes,35,1,Artist,+20,31477.019238358134,Average,3.0
Female,Yes,31,1,Artist,0-5,27820.91631093993,Average,2.0
Female,No,27,1,Healthcare,0-5,27519.255662117004,Low,
Male,No,50,0,Healthcare,10-20,32831.20070273397,Low,9.0
Female,No,35,0,Healthcare,5-10,21887.640559913056,Low,4.0
Male,No,27,0,Healthcare,10-20,13469.385505465656,Low,5.0
Female,No,22,0,Artist,10-20,11185.275940032003,Low,1.0
Male,Yes,56,1,Doctor,+20,49034.49983176863,Low,
Male,Yes,34,1,Artist,10-20,14963.672403109926,Average,3.0
Female,Yes,43,1,Lawyer,5-10,30028.341497784844,Low,1.0
Female,No,57,1,Artist,+20,30804.17830066629,Low,1.0
Male,No,51,0,Engineer,5-10,50585.04077415129,Low,5.0
Female,No,36,1,Engineer,5-10,32783.8778186047,Low,1.0
Male,No,19,1,Entertainment,0-5,16192.580192284018,Low,4.0
Female,No,58,1,Artist,+20,27552.957925966522,Low,7.0
Male,No,42,0,Healthcare,5-10,17175.87463638086,Low,4.0
Female,Yes,38,0,Engineer,5-10,18407.99705623906,Average,3.0
Male,Yes,39,0,Doctor,0-5,23086.452589780918,Low,2.0
Female,No,57,1,Entertainment,+20,46230.26952002425,Low,4.0
Male,Yes,33,1,Entertainment,10-20,20258.713027299644,Average,2.0
Female,Yes,34,1,Artist,10-20,27541.938705218923,Average,2.0
Female,No,47,1,Healthcare,10-20,25564.040284961317,Low,3.0
Male,No,26,0,Healthcare,0-5,17442.179901720527,Low,
Female,Yes,56,0,Entertainment,+20,29437.022551090147,Average,2.0
Female,Yes,41,1,Executive,10-20,44277.78914692656,High,2.0
Male,Yes,58,1,Artist,+20,38269.4173290954,Average,2.0
Male,Yes,59,1,Entertainment,+20,73059.44158438715,Average,2.0
Male,No,45,1,Doctor,10-20,163243.77574174586,Low,3.0
Male,Yes,58,1,Lawyer,+20,70862.77971740629,High,2.0
Female,Yes,45,1,Executive,10-20,51320.85717412459,Low,2.0
Female,Yes,25,1,,5-10,,Average,2.0
Female,Yes,38,0,Entertainment,10-20,24601.411127103594,Average,
Female,No,24,0,Healthcare,0-5,17021.30476314563,Low,7.0
Female,Yes,22,0,Engineer,5-10,17401.272466993454,Low,1.0
Female,Yes,53,0,Artist,+20,29291.10857663939,Low,1.0
Male,No,51,0,Healthcare,5-10,39908.06429217835,Low,5.0
Female,Yes,37,1,Engineer,10-20,20490.25481057742,Low,1.0
Male,Yes,21,1,Artist,5-10,16124.546606500293,Average,2.0
Male,No,46,0,Healthcare,5-10,33972.999834333634,Low,4.0
Male,Yes,40,1,Entertainment,10-20,39534.79001861997,Average,4.0
Female,No,52,0,Healthcare,10-20,48987.9662163214,Low,4.0
Male,Yes,30,1,Artist,0-5,19270.92948924676,Average,
Male,Yes,34,1,Artist,10-20,14189.715762957076,Average,3.0
Male,Yes,21,0,Entertainment,0-5,13606.476134221966,Low,4.0
Female,Yes,54,0,Engineer,10-20,17452.728977004048,Low,4.0
Female,No,50,0,Engineer,10-20,18318.20709197729,Low,1.0
Male,No,31,0,Healthcare,5-10,20113.268401339403,Low,3.0
Male,Yes,52,1,Executive,+20,72737.69675193331,Average,4.0
Female,No,37,1,Healthcare,10-20,24900.414774333385,Low,8.0
Female,Yes,23,1,Lawyer,0-5,26835.129443746424,High,2.0
Male,Yes,44,1,Artist,+20,25312.287976768595,Average,2.0
Male,No,53,0,Entertainment,+20,52204.45821725418,Low,6.0
Female,Yes,40,1,Artist,5-10,21217.22116190724,Average,2.0
Male,No,57,0,Healthcare,10-20,48004.840516299606,Low,5.0
